Invoice Number,Type,Product Code,Product Name,Description,Quantity,Unit Price,Subtotal,Total,Taxes
INV/2026/00096,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,16.35,16.35,19.78,21% S
INV/2026/00097,product,,,"Cuota mensual de mantenimiento integral sobre el
Reglamento General de Protección de Datos",1.00,32.84,32.84,39.74,21% S
INV/2026/00098,product,,,"Cuota mensual relativos a los servicios del Canal de Denuncias:
Mantenimiento de la plataforma web para la recepción, almacenamiento
y gestión de denuncias.
Servicio externalizado de gestión, asesoramiento y
soporte de denuncias.",1.00,94.87,94.87,114.79,21% S
INV/2026/00099,product,,,"Cuota mensual relativos a los servicios de Delegado de Protección de Datos:
Representación como Delegado de Protección de Datos (DPD) externo
frente a la Agencia Española de Protección de Datos (AGPD).
Atender las peticiones de la Agencia Española de Protección de Datos.
Consultas ilimitadas en lo referente a las funciones y obligaciones del DPD.",1.00,42.14,42.14,50.99,21% S
INV/2026/00100,product,,,"Cuota mensual relativos a los servicios de:
* Adecuación al RGPD y a la LOPDGDD
* Mantenimiento experto en el RGPD y en&nbsp;la LOPDGDD",1.00,100.68,100.68,121.82,21% S
INV/2026/00101,product,,,"Cuota mensual relativos a los servicios de:
* Adecuación a la LSSI-CE
* Mantenimiento experto en la LSSI-CE",1.00,15.76,15.76,19.07,21% S
INV/2026/00102,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,33.00,33.00,39.93,21% S
INV/2026/00103,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,21.66,21.66,26.21,21% S
INV/2026/00104,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación al LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,14.95,14.95,18.09,21% S
INV/2026/00105,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación a la LSSI-CE
* Mantenimiento LSSI-CE",1.00,32.57,32.57,39.41,21% S
INV/2026/00106,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación al LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,34.36,34.36,41.58,21% S
INV/2026/00107,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,51.56,51.56,62.39,21% S
INV/2026/00108,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,45.84,45.84,55.47,21% S
INV/2026/00109,product,,,"Cuota mensual relativos a los servicios de:
* Adecuación al RGPD y a la LOPDGDD
* Mantenimiento experto en RGPD y a la LOPDGDD",1.00,45.84,45.84,55.47,21% S
INV/2026/00110,product,,,"Cuota mensual relativos a los servicios de:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,13.65,13.65,16.52,21% S
INV/2026/00111,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Mantenimiento experto en RGPD-LOPDGDD
* Mantenimiento experto en RGPD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,57.31,57.31,69.35,21% S
INV/2026/00112,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,48.90,48.90,59.17,21% S
INV/2026/00113,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,26.10,26.10,31.58,21% S
INV/2026/00114,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,32.57,32.57,39.41,21% S
INV/2026/00115,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,36.33,36.33,43.96,21% S
INV/2026/00116,product,,,"Mantenimiento integral sobre el RGPD
Mantenimiento integral sobre la LOPDGDD",1.00,21.69,21.69,26.24,21% S
INV/2026/00117,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Auditoría Informática de cumplimiento de la Directiva (UE) 2019/882 y su transposición en España mediante la Ley 11/2023",1.00,61.23,61.23,74.09,21% S
INV/2026/00118,product,,,"Cuota mensual relativos a los servicios de Delegado de Protección de Datos:
Representación como Delegado de Protecció de Datos (DPD) externo
frente a la Agencia Española de Protección de Datos (AGPD).
Atender las peticiones de la Agencia Española de Protección de Datos.
Consultas ilimitadas en lo referente a las funciones y obligaciones del DPD.
(Contrato servicios firmado 01/06/2024)",1.00,69.56,69.56,84.17,21% S
INV/2026/00119,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,43.45,43.45,52.57,21% S
INV/2026/00120,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,92.04,92.04,111.37,21% S
INV/2026/00120,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,14.92,14.92,18.05,21% S
INV/2026/00121,product,,,"Cuota mensual relativos a los servicios del Canal de Denuncias:
Mantenimiento de la plataforma web para la recepción, almacenamiento
y gestión de denuncias.
Servicio externalizado de gestión, asesoramiento y
soporte de denuncias.",1.00,113.86,113.86,137.77,21% S
INV/2026/00122,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,53.53,53.53,64.77,21% S
INV/2026/00123,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,37.70,37.70,45.62,21% S
INV/2026/00124,product,,,"Cuota mensual relativa a los servicios de:
* Adecuación al RGPD y a la LOPDGDD
* Mantenimiento experto en RGPD y a la LOPDGDD",1.00,56.50,56.50,68.37,21% S
INV/2026/00125,product,,,"Cuota mensual relativos a los servicios de:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,14.43,14.43,17.46,21% S
INV/2026/00126,product,,,"Pago fraccionado mensual correspondiente a los servicios de:
* Adecuación al RGPD y a la LOPDGDD
* Mantenimiento experto en RGPD y a la LOPDGDD",1.00,97.70,97.70,118.22,21% S
INV/2026/00127,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,30.82,30.82,37.29,21% S
INV/2026/00128,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación al LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,40.09,40.09,48.51,21% S
INV/2026/00129,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Auditoría Informática de cumplimiento de la Directiva (UE) 2019/882 y su transposición en España mediante la Ley 11/2023",1.00,33.96,33.96,41.09,21% S
INV/2026/00130,product,,,"Pago fraccionado mensual correspondiente a los servicios de:
* Adecuación al RGPD y a la LOPDGDD
* Mantenimiento experto en RGPD y a la LOPDGDD",1.00,77.12,77.12,93.32,21% S
INV/2026/00131,product,,,"Pagament fraccionat mensual corresponent als següents serveis:
* Adequació al RGPD-LOPDGDD
* Manteniment expert en RGPD-LOPDGDD",1.00,61.17,61.17,74.02,21% S
INV/2026/00132,product,,,"Pagament fraccionat mensual corresponent als següents serveis:
* Adequació a la LSSI-CE
* Manteniment expert en LSSI-CE",1.00,15.38,15.38,18.61,21% S
INV/2026/00133,product,,,"Pago fraccionado mensual correspondiente a los servicios de:
* Adecuación al RGPD y a la LOPDGDD
* Mantenimiento experto en RGPD y a la LOPDGDD",1.00,46.25,46.25,55.96,21% S
INV/2026/00134,product,,,"Cuota mensual relativos a los servicios del Canal de Denuncias:
Mantenimiento de la plataforma web para la recepción, almacenamiento
y gestión de denuncias.
Servicio externalizado de gestión, asesoramiento y
soporte de denuncias.",1.00,105.42,105.42,127.56,21% S
INV/2026/00135,product,,,"Cuota mensual relativos a los servicios de Delegado de Protección de Datos:
Representació com a Delegat de Protecció de Dades (DPD) extern
frente a la Agencia Española de Protección de Datos (AGPD).
Atender las peticiones de la Agencia Española de Protección de Datos.
Consultas ilimitadas en lo referente a las funciones y obligaciones del DPD.",1.00,42.14,42.14,50.99,21% S
INV/2026/00136,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en el RGPD-LOPDGDD",1.00,57.85,57.85,70.00,21% S
INV/2026/00137,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación a la LSSI-CE
* Mantenimiento experto en la LSSI-CE",1.00,20.03,20.03,24.24,21% S
INV/2026/00138,product,,,"Cuota mensual relativos a los servicios de:
* Adecuación al RGPD y a la LOPDGDD
* Mantenimiento experto en RGPD y a la LOPDGDD",1.00,40.59,40.59,49.11,21% S
INV/2026/00139,product,,,"Cuota mensual relativos a los servicios de:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,12.86,12.86,15.56,21% S
INV/2026/00140,product,,,"Cuota mensual relativos a los servicios de:
* Adecuación al RGPD y a la LOPDGDD
* Mantenimiento experto en RGPD y a la LOPDGDD",1.00,40.10,40.10,48.52,21% S
INV/2026/00141,product,,,"Cuota mensual relativos a los servicios de:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,19.70,19.70,23.84,21% S
INV/2026/00142,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en el RGPD-LOPDGDD",1.00,45.84,45.84,55.47,21% S
INV/2026/00142,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación a la LSSI-CE
* Mantenimiento experto en la LSSI-CE",1.00,22.88,22.88,27.68,21% S
INV/2026/00142,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Análisis, desarrollo y puesta en marcha del Protocolo de acoso laboral,
sexual y por razón de sexo.
* Mantenimiento experto en el Protocolo de acoso laboral,
sexual y por razón de sexo.",1.00,21.04,21.04,25.46,21% S
INV/2026/00142,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Análisis, desarrollo y puesta en marcha del Protocolo de Desconexión Digital.
* Mantenimiento experto en el Protocolo de Desconexión Digital",1.00,15.76,15.76,19.07,21% S
INV/2026/00143,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,32.57,32.57,39.41,21% S
INV/2026/00144,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,21.69,21.69,26.24,21% S
INV/2026/00145,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,100.28,100.28,121.34,21% S
INV/2026/00146,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,20.07,20.07,24.28,21% S
INV/2026/00147,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,32.57,32.57,39.41,21% S
INV/2026/00148,product,,,"Cuota mensual relativos a los servicios del Canal de Denuncias:
Mantenimiento de la plataforma web para la recepción, almacenamiento
y gestión de denuncias.
Servicio externalizado de gestión, asesoramiento y
soporte de denuncias.",1.00,94.35,94.35,114.16,21% S
INV/2026/00149,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,38.00,38.00,45.98,21% S
INV/2026/00150,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,51.56,51.56,62.39,21% S
INV/2026/00151,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,12.84,12.84,15.54,21% S
INV/2026/00152,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Análisis, desarrollo y puesta en marcha del Protocolo de acoso laboral,
sexual y por razón de sexo.
* Mantenimiento experto en el Protocolo de acoso laboral,
sexual y por razón de sexo.",1.00,29.49,29.49,35.68,21% S
INV/2026/00153,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,41.70,41.70,50.46,21% S
INV/2026/00154,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,42.44,42.44,51.35,21% S
INV/2026/00155,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Auditoría Informática de cumplimiento de la Directiva (UE) 2019/882 y su transposición en España mediante la Ley 11/2023",1.00,33.96,33.96,41.09,21% S
INV/2026/00156,product,,,"Cuota mensual relativos a los servicios de:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,15.76,15.76,19.07,21% S
INV/2026/00157,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,41.90,41.90,50.70,21% S
INV/2026/00158,product,,,"Quota mensual de manteniment integral sobre el
Reglament General de Protecció de Dades",1.00,32.57,32.57,39.41,21% S
INV/2026/00159,product,,,"Quota mensual relatius als serveis de:
* Adequació al RGPD i a la LOPDGDD
* Manteniment expert en RGPD i a la LOPDGDD",1.00,31.59,31.59,38.22,21% S
INV/2026/00160,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,12.84,12.84,15.54,21% S
INV/2026/00161,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,15.50,15.50,18.76,21% S
INV/2026/00162,product,,,"Pagament fraccionat mensual corresponent als següents serveis:
* Adequació al RGPD-LOPDGDD
* Manteniment expert en RGPD-LOPDGDD
* Adequació a la LSSI-CE
* Manteniment expert en LSSI-CE",1.00,43.60,43.60,52.76,21% S
INV/2026/00163,product,,,"Cuota mensual de mantenimiento integral sobre el
Reglamento General de Protección de Datos",1.00,42.90,42.90,51.91,21% S
INV/2026/00164,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,16.26,16.26,19.67,21% S
INV/2026/00165,product,,,"Quota mensual relatius als serveis del Canal de Denúncies:
Manteniment de la plataforma web per a la recepció, emmagatzematge
i gestió de denúncies.
Servei externalitzat de gestió, assessorament i
suport de denúncies.",1.00,63.25,63.25,76.53,21% S
INV/2026/00166,product,,,"Quota mensual relatius als serveis de Delegat de Protecció de Dades:
Manteniment de la plataforma web per a la recepció, emmagatzematge
enfront de l'Agència Espanyola de Protecció de Dades (AGPD).
Atendre les peticions de l'Agència Espanyola de Protecció de Dades.
Consultes il·limitades referent a les funcions i obligacions del DPD.",1.00,44.27,44.27,53.57,21% S
INV/2026/00167,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,39.90,39.90,48.28,21% S
INV/2026/00168,product,,,"Cuota mensual relativos a los servicios del Sistema de Información Interno:
Mantenimiento de la plataforma web para la recepción, almacenamiento
y gestión de denuncias.
Servicio externalizado de gestión, asesoramiento y
soporte de denuncias.",1.00,125.94,125.94,152.39,21% S
INV/2026/00169,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación al LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,32.57,32.57,39.41,21% S
INV/2026/00170,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,21.66,21.66,26.21,21% S
INV/2026/00171,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,42.90,42.90,51.91,21% S
INV/2026/00172,product,,,"Cuota mensual relativos a los servicios de:
* Adecuación al RGPD y a la LOPDGDD
* Mantenimiento experto en RGPD y a la LOPDGDD",1.00,19.48,19.48,23.57,21% S
INV/2026/00173,product,,,"Cuota mensual relativos a los servicios de:
* Adecuación al RGPD y a la LOPDGDD
* Mantenimiento experto en el RGPD y en la LOPDGDD",1.00,39.42,39.42,47.70,21% S
INV/2026/00174,product,,,"Cuota mensual relativos a los servicios de:
* Adecuación al RGPD y a la LOPDGDD
* Mantenimiento experto en RGPD y a la LOPDGDD",1.00,62.71,62.71,75.88,21% S
INV/2026/00175,product,,,"Cuota mensual relativos a los servicios de:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,15.76,15.76,19.07,21% S
INV/2026/00176,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,42.73,42.73,51.70,21% S
INV/2026/00177,product,,,"Cuota mensual de mantenimiento integral sobre el
Reglamento General de Protección de Datos",1.00,16.26,16.26,19.67,21% S
INV/2026/00178,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,39.50,39.50,47.80,21% S
INV/2026/00179,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,41.89,41.89,50.69,21% S
INV/2026/00180,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Análisis, desarrollo y puesta en marcha del Protocolo de acoso laboral,
sexual y por razón de sexo.
* Mantenimiento experto en el Protocolo de acoso laboral,
sexual y por razón de sexo.",1.00,41.11,41.11,49.74,21% S
INV/2026/00181,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Análisis, desarrollo y puesta en marcha del
Protocolo de Desconexión Digital
* Mantenimiento experto en el Protocolo de Desconexión Digital.",1.00,25.67,25.67,31.06,21% S
INV/2026/00182,product,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,33.22,33.22,40.20,21% S
INV/2026/00183,product,,,"Cuota mensual de mantenimiento integral sobre el
Reglamento General de Protección de Datos",1.00,49.04,49.04,59.34,21% S
INV/2026/00184,product,,,"Cuota mensual relativos a los servicios del Canal de Denuncias:
Mantenimiento de la plataforma web para la recepción, almacenamiento
y gestión de denuncias.
Servicio externalizado de gestión, asesoramiento y
soporte de denuncias.",1.00,132.83,132.83,160.72,21% S
INV/2026/00185,product,,,"Cuota mensual relativos a los servicios relacionados con la Directiva (UE) 2019/882:
Análisis, auditoría anual y certificado de cumplimiento
bmcglobal.net y promoviatges.cat",1.00,158.47,158.47,191.75,21% S
INV/2026/00186,product,,,"Creació d'un nou model d'exportació del fulletó en format Excel ""A5""",3.50,44.24,154.84,187.36,21% S
INV/2026/00186,product,,,Publicació i proves,1.00,44.24,44.24,53.53,21% S
INV/2026/00187,product,,,"Factura correspondiente al curso bonificado:
Curso avanzado sobre las Normas Internas, la Seguridad de la Información y la Protección de Datos",1.00,165.00,165.00,199.65,21% S
INV/2026/00188,product,,,"Factura correspondiente al curso bonificado:
Curso sobre la prevención y el tratamiento del Acoso laboral, sexual y por razón de sexo en el Trabajo",1.00,105.00,105.00,127.05,21% S
INV/2026/00189,product,,,"Inicio proyecto relativos a la realización de la Auditoría de Cumplimiento de la Directiva (UE) 2019/882 – Acta Europea de Accesibilidad, y su transposición al ordenamiento jurídico español mediante la Ley 11/2023, de 8 de mayo",1.00,206.50,206.50,249.87,21% S
INV/2026/00190,product,,,"Renovación Mantenimiento
OE WorkGroup RDBMS - Limited
11.6 - 11 Concurrent User
Windows 64bit
Serial #:4277933
11-Feb-2026 to 10-Feb-2027",1.00,1271.91,1271.91,1539.01,21% S
INV/2026/00190,product,,,"Renovación Mantenimiento
Client Networking - Limited
11.6 - 11 Concurrent User
Windows 64bit
Serial #:4277934
11-Feb-2026 to 10-Feb-2027",1.00,726.80,726.80,879.43,21% S
INV/2026/00191,product,,,"Curso sobre la prevención y el tratamiento del Acoso laboral, sexual y por razón de sexo en el Trabajo",4.00,105.00,420.00,508.20,21% S
INV/2026/00192,product,,,"Inicio proyecto: Adecuación completa al RGPD y a la
LOPDGDD + Mantenimiento especializado en
RGPD y a la LOPDGDD",1.00,395.00,395.00,477.95,21% S
INV/2026/00192,product,,,"Inicio proyecto: Adecuación a la LSSI-CE para las páginas web
definidas en el alcance del proyecto",1.00,140.00,140.00,169.40,21% S
INV/2026/00193,product,,,"Inicio proyecto Análisis, desarrollo Plan y Auditoria retributiva y de paridad de género.",1.00,149.00,149.00,180.29,21% S
INV/2026/00193,product,,,"Inicio proyecto Análisis, desarrollo y puesta en marcha del Protocolo de Desconexión Digital.",1.00,145.95,145.95,176.60,21% S
INV/2026/00193,product,,,"Inicio proyecto Relativos a los servicios relacionados con la Ley 2/2023, de 20 de febrero de Protección al Informante - Canal de Denuncias –",1.00,345.00,345.00,417.45,21% S
INV/2026/00194,product,,,"Factura correspondiente al curso bonificado:
(B1) Curso avanzado sobre las Normas Internas, la Seguridad de la Información y la Protección de Datos",8.00,165.00,1320.00,1597.20,21% S
INV/2026/00195,product,,,"Factura correspondiente al curso bonificado:
(B1) Curso avanzado sobre las Normas Internas, la Seguridad de la Información y la Protección de Datos",2.00,165.00,330.00,399.30,21% S
